url,RMD,GTG,GTS,IJM,MTD,GT2
https://github.com/facebook/buck/commit/84b7b3974ae8171a4de2f804eb94fcd1d6cd6647,7.00,227.75,3.00,5.25,8.00,10.00
https://github.com/facebook/buck/commit/a1525ac9a0bb8f727167a8be94c81a3415128ef4,9.75,558.75,3.00,15.25,13.25,11.00
https://github.com/facebook/buck/commit/ecd0ad5ab99b8d14f28881cf4f49ec01f2221776,1884.25,218.25,8.75,20.25,109.00,37.75
https://github.com/facebook/buck/commit/f26d234e8d3458f34454583c22e3bd5f4b2a5da8,48.00,138.00,11.50,22.75,163.50,57.50
https://github.com/geoserver/geoserver/commit/07c26a3a1dd6fcc2494c2d755ee5a2753e0df87c,5.75,266.75,3.25,7.50,7.25,10.00
https://github.com/glyptodon/guacamole-client/commit/ce1f3d07976de31aed8f8189ec5e1a6453f4b580,11.75,837.50,5.25,48.50,15.75,27.75
https://github.com/glyptodon/guacamole-client/commit/ebb483320d971ff4d9e947309668f5da1fcd3d23,11.00,771.50,4.00,45.50,14.75,24.50
https://github.com/go-lang-plugin-org/go-lang-idea-plugin/commit/0b93231025f51c7ec62fd8588985c5dc807854e4,56.25,674.25,5.75,8.50,12.50,21.75
https://github.com/google/auto/commit/8fc60d81fe0e46e7e5c96e71d4a93fcadc6bde4f,125.00,495.50,5.00,8.75,35.25,22.75
https://github.com/google/closure-compiler/commit/5a853a60f93e09c446d458673bc7a2f6bb26742c,1304.50,312.25,6.25,29.50,13.75,23.25
https://github.com/google/guava/commit/5bab9e837cf273250aa26702204f139fdcfd9e7a,72.50,1422.25,18.00,29.75,210.75,37.25
https://github.com/google/truth/commit/1768840bf1e69892fd2a23776817f620edfed536,186.75,225.25,92.25,40.00,643.00,32.00
https://github.com/google/truth/commit/200f1577d238a6d3fbcf99cb2a2585b2071214a6,39.25,419.75,8.00,13.75,53.50,20.25
https://github.com/gradle/gradle/commit/3a7ccf5a252077332b9505acb22f190745f726f7,75.00,599.50,10.00,36.75,130.75,68.75
https://github.com/gradle/gradle/commit/681dc6346ce3cf5be5c5985faad120a18949cee0,16.75,21.50,4.00,110.50,23.50,28.75
https://github.com/gradle/gradle/commit/b1fb1192daa1647b0bd525600dd41063765eca70,9.00,445.50,3.25,12.75,10.50,12.50
https://github.com/gradle/gradle/commit/f394599bf1423be0be2d5822ed7f1271d2841225,1.25,20.00,0.75,1.25,1.00,2.00
https://github.com/greenrobot/greenDAO/commit/d6d9dd4365387816fda6987a4ad9b679c27e72a3,0.75,3.75,0.00,1.25,1.25,0.50
https://github.com/gwtproject/gwt/commit/e0dda9f61b7c409944c4734edf75b108e0288f59,13.25,202.25,8.25,6.25,22.50,13.00
https://github.com/hibernate/hibernate-orm/commit/0b6ea757e34a63b1421b77ed5fbb61398377aab1,73.75,17.25,5.00,9.00,42.25,14.25
https://github.com/hibernate/hibernate-orm/commit/2b89553db5081fe4e55b7b34d636d0ea2acf71c5,20.50,122.50,4.50,69.75,24.00,31.25
https://github.com/hierynomus/sshj/commit/7c26ac669a4e17ca1d2319a5049a56424fd33104,1.50,19.00,0.00,6.25,1.75,2.00
